Protein names,Gene names,OIS_CM,OIS_F20,OIS_F8,Vector_CM,Vector_F20,Vector_F8
"Peptidyl-prolyl cis-trans isomerase A;Peptidyl-prolyl cis-trans isomerase A, N-terminally processed;Peptidyl-prolyl cis-trans isomerase",PPIA,32.96686666666667,30.704766666666668,32.07063333333334,32.19453333333333,30.8185,32.07283333333333
Peptidyl-prolyl cis-trans isomerase B,PPIB,28.401066666666665,25.0853,27.240133333333333,27.418233333333333,25.128533333333333,26.531466666666663
Serine/threonine-protein phosphatase PP1-beta catalytic subunit,PPP1CB,24.643066666666666,25.46943333333333,24.432833333333335,24.656633333333332,25.0705,25.06436666666667
Protein phosphatase 1 regulatory subunit 12A,PPP1R12A,24.9015,25.113733333333332,24.1339,25.02846666666667,24.979200000000002,24.630399999999998
Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform,PPP2CA,27.240399999999998,25.395933333333335,27.69713333333333,27.4388,24.9154,27.56566666666667
Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform,PPP2R1A,27.4141,24.2842,27.718033333333334,25.693633333333334,25.477866666666667,28.010099999999998
Peroxiredoxin-1,PRDX1,31.219166666666666,29.620966666666664,30.7295,30.6157,30.441833333333335,31.180533333333333
Peroxiredoxin-2,PRDX2,26.961233333333336,24.9384,27.526966666666667,27.799166666666668,25.2063,27.5331
"Thioredoxin-dependent peroxide reductase, mitochondrial",PRDX3,24.78946666666667,24.551933333333334,24.60983333333333,26.444333333333333,25.05626666666667,24.360733333333332
"Peroxiredoxin-5, mitochondrial",PRDX5,26.843500000000002,24.997066666666665,23.538666666666668,25.623566666666665,24.671366666666668,24.540833333333335
"cAMP-dependent protein kinase type I-alpha regulatory subunit;cAMP-dependent protein kinase type I-alpha regulatory subunit, N-terminally processed",PRKAR1A,26.630233333333337,24.9285,26.42846666666667,24.986199999999997,25.270633333333336,26.935099999999995
Protein kinase C delta-binding protein,PRKCDBP,24.986266666666666,24.731233333333336,26.70413333333333,23.765933333333333,25.810366666666667,27.330933333333334
Glucosidase 2 subunit beta,PRKCSH,27.2162,27.615066666666667,27.26223333333333,26.346766666666667,26.276433333333333,27.673533333333335
Vitamin K-dependent protein S,PROS1,27.326166666666666,25.593500000000002,23.2279,27.49246666666667,24.890833333333333,24.41616666666667
Prosaposin;Saposin-A;Saposin-B-Val;Saposin-B;Saposin-C;Saposin-D,PSAP,32.10773333333333,27.129900000000003,26.645166666666668,29.704233333333335,25.508866666666666,27.956799999999998
Pregnancy-specific beta-1-glycoprotein 4,PSG4,26.000799999999998,24.969233333333335,24.29863333333333,27.950733333333332,25.040966666666666,24.160666666666668
Proteasome subunit alpha type-1,PSMA1,24.822433333333333,31.538133333333334,27.11576666666667,24.183999999999997,30.339,27.1035
Proteasome subunit alpha type-3,PSMA3,24.3094,27.461133333333333,24.095566666666667,23.776699999999995,25.471166666666665,24.403533333333332
Proteasome subunit alpha type-5,PSMA5,24.598266666666664,29.241633333333336,27.20866666666667,24.1564,28.2303,27.307366666666667
Proteasome subunit alpha type;Proteasome subunit alpha type-6,PSMA6,24.809033333333332,28.619033333333334,25.816599999999998,24.575533333333336,26.8061,24.0635
Proteasome subunit beta type-2,PSMB2,24.028233333333333,27.1106,23.760900000000003,24.8214,26.0977,24.050300000000004
Proteasome subunit beta type-7,PSMB7,24.200433333333336,28.5069,23.736833333333333,24.26693333333333,26.696633333333335,24.829266666666665
26S protease regulatory subunit 7,PSMC2,25.628533333333333,25.404733333333336,27.324133333333332,24.11706666666667,24.886433333333333,27.388299999999997
26S protease regulatory subunit 10B,PSMC6,24.7396,24.969133333333332,26.069566666666663,24.133866666666666,25.093833333333333,24.423366666666666
26S proteasome non-ATPase regulatory subunit 11,PSMD11,24.72,25.020566666666667,26.355766666666668,23.394500000000004,25.21756666666667,26.091933333333333
26S proteasome non-ATPase regulatory subunit 2,PSMD2,24.302000000000003,26.550066666666666,27.4993,24.741500000000002,24.778900000000004,27.630466666666663
Prostaglandin-H2 D-isomerase,PTGDS,27.3762,24.7246,23.8111,29.5639,24.970466666666667,24.680200000000003
Prostaglandin E synthase 3,PTGES3,27.17783333333333,25.022733333333335,26.986866666666668,25.154299999999996,24.709566666666664,27.234133333333332
Parathymosin,PTMS,25.985433333333333,24.978400000000004,23.801366666666667,27.60966666666667,24.6656,24.394566666666666
Glutaminyl-peptide cyclotransferase,QPCT,28.099333333333334,24.52406666666667,24.014466666666664,25.501,25.2123,24.271
Ras-related protein Rab-11B;Ras-related protein Rab-11A,RAB11B;RAB11A,27.8959,24.8394,28.5496,25.6206,24.929399999999998,28.16203333333333
Ras-related protein Rab-21,RAB21,24.305966666666666,25.14763333333333,25.47793333333333,24.908266666666666,25.825033333333334,25.09606666666667
Ras-related protein Rab-2A,RAB2A,25.621233333333333,25.218933333333336,25.8462,24.188633333333332,24.405,26.719966666666664
Ras-related protein Rab-5C,RAB5C,24.265366666666665,24.8937,28.396966666666668,24.4914,23.864733333333334,27.6795
Ras-related protein Rab-7a,RAB7A,23.853266666666666,24.405466666666666,28.09313333333333,24.254033333333336,25.3587,28.810666666666666
Ras-related protein Rab-8B,RAB8B,24.242099999999997,25.302866666666663,27.37323333333333,24.473166666666668,24.7547,26.043400000000002
UV excision repair protein RAD23 homolog B,RAD23B,25.718,24.752666666666666,24.1608,26.614433333333334,24.672066666666666,25.010966666666665
RAF proto-oncogene serine/threonine-protein kinase,RAF1,24.796033333333337,24.9568,25.357,23.250199999999996,25.315066666666667,24.6287
Ras-related protein Ral-A,RALA,24.303566666666665,24.4131,28.12483333333334,24.032633333333337,25.2706,27.1594
GTP-binding nuclear protein Ran,RAN,28.508300000000002,25.65976666666667,28.643033333333335,28.519733333333335,25.276533333333333,28.489833333333337
Ran-specific GTPase-activating protein,RANBP1,24.61553333333333,24.2085,26.546000000000003,23.784266666666667,25.1538,26.567233333333334
Ras-related protein Rap-1b;Ras-related protein Rap-1b-like protein,RAP1B,24.448966666666667,24.840666666666664,30.419900000000002,24.506766666666664,28.534266666666667,29.535366666666665
Rap1 GTPase-GDP dissociation stimulator 1,RAP1GDS1,25.431033333333332,24.6682,24.260133333333332,24.456666666666667,25.6328,25.210333333333335
Ras-related protein Rap-2c,RAP2C,24.830300000000005,24.82553333333333,26.282600000000002,24.212,25.115666666666666,24.968933333333336
Retinoic acid receptor responder protein 2,RARRES2,25.238333333333333,26.037899999999997,24.156299999999998,28.23,25.371533333333332,24.930833333333336
"Arginine--tRNA ligase, cytoplasmic",RARS,25.003033333333335,25.266466666666663,25.334500000000002,24.147499999999997,25.50276666666667,24.93873333333333
Ras GTPase-activating protein 2,RASA2,23.898933333333332,24.843866666666667,24.760833333333334,24.5655,25.39163333333333,25.2531
Ras GTPase-activating protein 3,RASA3,23.944233333333333,24.832333333333334,25.597266666666666,23.97876666666667,24.49116666666667,26.054599999999997
"RNA-binding motif protein, X chromosome;RNA-binding motif protein, X chromosome, N-terminally processed;RNA-binding motif protein, X-linked-like-2",RBMX;RBMXL2,26.803233333333335,25.14033333333333,24.415200000000002,27.2062,25.106733333333334,24.427833333333336
Reticulocalbin-1,RCN1,28.447033333333334,24.814899999999998,24.54256666666667,29.125466666666668,24.587500000000002,24.87433333333333
Reticulocalbin-3,RCN3,26.8937,25.349199999999996,24.0267,27.582333333333334,24.861199999999997,24.45403333333333
Radixin,RDX,24.3657,24.5739,27.823566666666665,23.3592,24.395666666666667,28.01653333333333
Reversion-inducing cysteine-rich protein with Kazal motifs,RECK,24.87493333333333,25.495,28.39833333333333,24.161599999999996,24.7376,29.183333333333334
Raftlin,RFTN1,23.82026666666667,24.785433333333334,30.6259,24.928866666666664,25.462266666666665,31.078433333333333
Inactive rhomboid protein 1,RHBDF1,24.953666666666663,24.070533333333334,27.078500000000002,24.6039,25.3468,26.98733333333333
Rho-related GTP-binding protein RhoG,RHOG,24.167133333333336,26.218833333333333,29.328099999999996,24.0043,24.928866666666668,29.10553333333333
Ras and Rab interactor 1,RIN1,24.307233333333333,25.05626666666667,25.839566666666666,24.541566666666665,26.080466666666666,25.02163333333333
Ribonuclease 4,RNASE4,27.3817,24.908766666666665,24.50946666666667,28.223033333333333,24.577566666666666,24.15416666666667
Ribonuclease T2,RNASET2,25.097866666666665,24.286999999999995,23.922833333333333,25.466866666666665,25.05543333333333,25.036266666666666
Rho-related GTP-binding protein RhoE,RND3,24.112333333333336,25.195566666666668,26.18296666666667,24.4195,24.9385,26.603400000000004
Ribonuclease inhibitor,RNH1,27.164266666666666,24.9969,27.02926666666667,24.687966666666668,25.083066666666667,26.997
Rho-associated protein kinase 2,ROCK2,24.19543333333333,25.009900000000002,26.67216666666667,24.136033333333334,25.0555,26.168966666666666
Protein XRP2,RP2,23.704066666666666,25.07603333333333,28.129033333333336,24.154566666666668,25.0822,27.804066666666667
60S ribosomal protein L10,RPL10,24.713866666666664,24.875333333333334,26.97756666666667,24.655633333333338,25.049533333333333,26.366666666666664
60S ribosomal protein L11,RPL11,30.197033333333334,30.164566666666662,31.65256666666667,29.1782,25.080633333333335,31.520300000000002
60S ribosomal protein L12,RPL12,27.114633333333334,27.704400000000003,28.44966666666667,25.90563333333333,25.041066666666666,28.122500000000002
60S ribosomal protein L13,RPL13,27.0745,26.6583,28.421300000000002,27.6647,25.881766666666664,28.793900000000004
60S ribosomal protein L14,RPL14,24.247,25.204166666666666,27.026733333333336,23.439133333333334,24.851166666666668,27.221466666666668
60S ribosomal protein L15;Ribosomal protein L15,RPL15,24.6537,25.6425,28.613799999999998,24.765133333333335,24.847333333333335,28.267533333333336
60S ribosomal protein L17,RPL17;RPL17-C18orf32,24.181466666666665,25.20413333333333,27.629499999999997,24.404666666666667,28.4756,28.045266666666663
60S ribosomal protein L18a,RPL18A,24.395233333333334,25.114033333333335,27.130433333333333,25.433566666666668,24.919566666666668,26.4306
Ribosomal protein L19;60S ribosomal protein L19,RPL19,27.55746666666667,26.9633,27.88893333333333,27.9395,25.06243333333333,28.313566666666663
60S ribosomal protein L21,RPL21,24.24876666666667,25.4173,26.129433333333335,24.23963333333333,24.828666666666667,24.961699999999997
60S ribosomal protein L23,RPL23,24.343166666666665,25.0108,25.369933333333336,23.6202,25.24716666666667,23.996
60S ribosomal protein L24,RPL24,24.423266666666667,24.895166666666665,25.8122,25.26346666666667,25.43756666666667,26.140533333333334
60S ribosomal protein L27a,RPL27A,24.401633333333336,25.758666666666667,27.242099999999997,24.602033333333335,25.7543,27.669833333333333
60S ribosomal protein L28,RPL28,24.706,24.3329,27.105533333333337,23.794733333333337,25.226166666666668,27.2279
60S ribosomal protein L29,RPL29,24.7822,24.592966666666666,26.969066666666663,24.481333333333335,25.50776666666667,27.573066666666666
60S ribosomal protein L3,RPL3,27.342333333333332,26.3563,28.33256666666667,25.901600000000002,25.462,27.948000000000004
60S ribosomal protein L30,RPL30,27.02716666666667,24.738833333333332,27.08666666666667,24.818466666666666,25.325999999999997,27.019666666666666
60S ribosomal protein L34,RPL34,23.8467,25.506,25.78956666666667,24.866933333333332,25.162633333333332,26.202466666666666
60S ribosomal protein L36a-like;60S ribosomal protein L36a,RPL36AL;RPL36A;RPL36A-HNRNPH2,23.82743333333333,24.946033333333332,25.161966666666668,24.427966666666663,24.589866666666666,24.634266666666665
60S ribosomal protein L4,RPL4,28.096266666666665,26.580633333333335,28.67403333333333,28.617833333333333,27.506566666666668,28.807433333333332
60S ribosomal protein L5,RPL5,28.40076666666667,24.75276666666667,28.072266666666668,27.415000000000003,24.998733333333334,28.1567
60S ribosomal protein L6,RPL6,28.8346,26.139933333333335,29.087733333333333,26.507133333333332,26.458233333333336,28.8582
60S ribosomal protein L7,RPL7,24.302999999999997,25.1317,28.842533333333336,24.7833,24.918066666666665,28.6147
60S ribosomal protein L7a,RPL7A,25.9019,25.34313333333333,27.399666666666665,25.03273333333333,25.136566666666667,27.44366666666667
60S ribosomal protein L8,RPL8,25.860266666666664,25.9534,28.624799999999997,25.8789,24.888433333333335,28.862033333333333
60S acidic ribosomal protein P0-like;60S acidic ribosomal protein P0,RPLP0;RPLP0P6,26.155900000000003,25.100633333333334,26.12516666666667,26.380633333333336,25.669333333333338,25.208766666666666
60S acidic ribosomal protein P1,RPLP1,25.945166666666665,25.0805,26.964399999999998,24.373966666666664,26.984066666666667,26.48523333333333
60S acidic ribosomal protein P2,RPLP2,27.5125,24.99336666666667,25.3094,26.655900000000003,25.081933333333335,26.132033333333336
Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1,RPN1,27.038866666666667,24.9695,27.29093333333333,23.953266666666668,24.929999999999996,27.653533333333332
40S ribosomal protein S11,RPS11,26.1644,25.905599999999996,28.2157,24.482633333333336,26.3644,28.577466666666666
40S ribosomal protein S14,RPS14,24.368333333333336,26.045600000000004,28.631733333333333,24.60506666666667,24.540733333333332,28.711699999999997
40S ribosomal protein S15,RPS15,25.060000000000002,25.6082,25.570800000000002,24.040366666666667,24.718833333333333,25.109633333333335
40S ribosomal protein S16,RPS16;ZNF90,23.815299999999997,25.022900000000003,27.297700000000003,23.8436,25.015666666666664,27.378800000000002
40S ribosomal protein S17,RPS17,24.59523333333333,24.505866666666666,27.1027,24.9657,24.696566666666666,26.85676666666667
40S ribosomal protein S18,RPS18,24.418599999999998,24.430733333333333,27.370900000000002,24.115133333333333,24.374733333333335,26.631933333333333
40S ribosomal protein S19,RPS19,27.054999999999996,24.589,26.695899999999998,25.199466666666666,24.4267,25.204666666666668
40S ribosomal protein S2,RPS2,26.153033333333337,24.265433333333334,28.6096,24.118533333333335,25.25453333333333,28.393533333333334
40S ribosomal protein S20,RPS20,27.156066666666664,24.991833333333332,28.412066666666664,26.714100000000002,25.7633,28.355733333333333
40S ribosomal protein S21,RPS21,27.185833333333335,29.482033333333334,26.758133333333333,26.565033333333332,28.361266666666666,26.815933333333334
40S ribosomal protein S23,RPS23,26.6313,25.1234,27.558133333333334,24.006033333333335,24.83753333333333,27.979466666666667
40S ribosomal protein S25,RPS25,24.076166666666666,24.862666666666666,27.3817,24.6019,24.989000000000004,27.561666666666667
40S ribosomal protein S26;Putative 40S ribosomal protein S26-like 1,RPS26;RPS26P11,24.1172,24.82126666666667,25.691233333333333,24.199699999999996,25.04116666666667,26.884033333333335
40S ribosomal protein S28,RPS28,26.6037,25.38423333333333,24.417199999999998,26.06686666666667,24.746199999999998,24.672433333333334
40S ribosomal protein S29,RPS29,24.569733333333332,24.857133333333334,24.060900000000004,25.14476666666667,25.40246666666667,24.6557
40S ribosomal protein S3,RPS3,25.6006,24.219033333333332,25.985,26.1986,24.5346,25.166566666666668
40S ribosomal protein S3a,RPS3A,26.468033333333334,26.910833333333333,28.692333333333334,27.8596,26.0722,28.7667
"40S ribosomal protein S4, X isoform",RPS4X,26.23023333333333,26.3255,29.0949,25.483999999999998,24.7483,29.0943
"40S ribosomal protein S5;40S ribosomal protein S5, N-terminally processed",RPS5,27.322,24.97543333333333,27.97096666666667,25.628800000000002,23.789833333333334,27.401666666666667
40S ribosomal protein S6,RPS6,27.1007,24.465,28.786666666666665,24.90563333333333,24.892033333333334,28.584666666666664
40S ribosomal protein S8,RPS8,26.34323333333333,26.34953333333333,28.726100000000002,24.318033333333336,24.572466666666667,29.023433333333333
40S ribosomal protein S9,RPS9,24.0655,25.7041,25.897766666666666,24.441633333333332,25.120966666666664,25.547433333333334
40S ribosomal protein SA,RPSA,27.33586666666667,27.6634,27.9525,24.534499999999998,24.5876,27.39816666666667
Ras-related protein R-Ras2,RRAS2,25.001433333333335,25.075066666666668,25.9362,23.991266666666665,25.116433333333333,26.351066666666668
Ribosome-binding protein 1,RRBP1,29.2079,24.806966666666668,24.7179,28.958766666666666,24.409566666666667,25.6874
Ras suppressor protein 1,RSU1,26.01693333333333,25.164066666666667,24.365266666666667,25.249566666666666,25.23153333333333,24.828866666666666
tRNA-splicing ligase RtcB homolog,RTCB,24.534166666666664,25.123199999999997,27.423933333333334,24.033933333333334,25.543333333333333,26.902533333333334
RuvB-like 2,RUVBL2,24.332766666666668,24.352999999999998,26.264566666666667,25.064933333333332,24.546966666666663,25.8376
"Protein S100-A11;Protein S100-A11, N-terminally processed",S100A11,27.0215,24.938566666666663,31.12676666666667,28.35093333333333,25.8293,30.64816666666667
"Serine--tRNA ligase, cytoplasmic",SARS,24.4204,25.026699999999995,24.248733333333334,24.358966666666664,24.82426666666667,25.572999999999997
Secretory carrier-associated membrane protein 3,SCAMP3,24.272133333333333,24.862466666666666,27.370066666666663,24.51223333333333,25.3399,26.507666666666665
Secernin-1,SCRN1,26.907566666666668,25.588633333333334,27.161133333333336,25.988466666666664,24.945000000000004,27.592666666666663
Syndecan-4,SDC4,29.230933333333336,28.8057,26.8724,29.590000000000003,25.896433333333334,27.9772
45 kDa calcium-binding protein,SDF4,31.075066666666668,25.5668,24.5107,29.893733333333333,25.149666666666665,27.25316666666667
Protein transport protein Sec31A,SEC31A,24.187366666666666,25.419033333333335,26.91003333333333,24.31373333333333,24.798699999999997,25.779933333333332
Semaphorin-7A,SEMA7A,33.396233333333335,29.40506666666667,27.532633333333333,26.584999999999997,27.1895,28.991066666666665
Septin-11,SEPT11,28.25403333333333,25.348666666666663,28.154200000000003,27.103266666666666,24.9293,27.398533333333333
Septin-2,SEPT2,26.465733333333333,25.27253333333333,28.554699999999997,24.497633333333336,24.947833333333335,27.57796666666667
Septin-7,SEPT7,28.078999999999997,25.111833333333333,28.651333333333337,27.666766666666664,25.353466666666666,28.123700000000003
Septin-9,SEPT9,27.3933,24.9756,28.344033333333332,27.189233333333334,24.804766666666666,27.748
Pigment epithelium-derived factor,SERPINF1,31.382166666666667,24.840633333333333,24.867733333333334,30.4867,25.569066666666668,25.628066666666665
SH3 domain-binding glutamic acid-rich-like protein,SH3BGRL,24.635566666666666,25.16303333333333,24.185533333333336,26.429199999999998,24.621233333333333,24.39363333333333
Endophilin-A2,SH3GL1,26.543366666666667,24.994866666666667,27.1722,25.0249,24.916900000000002,27.272033333333336
Urea transporter 1,SLC14A1,24.073733333333337,25.21756666666667,25.4901,24.233866666666668,24.383466666666667,24.378133333333334
Monocarboxylate transporter 1,SLC16A1,24.469733333333334,25.475966666666665,28.537266666666667,24.284066666666664,24.663966666666667,28.0859
Neutral amino acid transporter B(0);Amino acid transporter,SLC1A5,24.082733333333337,25.239066666666663,30.868433333333332,24.417600000000004,25.77723333333333,31.5133
"Solute carrier family 2, facilitated glucose transporter member 1",SLC2A1,24.34166666666667,24.73606666666667,27.605333333333334,24.514300000000002,24.066866666666666,27.947000000000003
Sodium-coupled neutral amino acid transporter 2,SLC38A2,24.82953333333333,25.2483,27.762133333333335,24.45096666666667,25.155633333333338,26.964266666666663
Zinc transporter ZIP10,SLC39A10,24.739333333333335,24.67233333333333,28.4967,23.8957,24.5033,27.939766666666667
Zinc transporter ZIP6,SLC39A6,24.26823333333333,24.616966666666666,26.84893333333333,23.337866666666667,25.621466666666667,26.60246666666667
Large neutral amino acids transporter small subunit 1,SLC7A5,24.413433333333334,24.998566666666665,28.91303333333333,24.628899999999998,25.483500000000003,29.952566666666666
Na(+)/H(+) exchange regulatory cofactor NHE-RF2,SLC9A3R2,24.887933333333336,24.257333333333335,25.80843333333333,24.462566666666664,25.242866666666668,26.55146666666667
STE20-like serine/threonine-protein kinase,SLK,24.42956666666667,24.01443333333333,24.9106,24.4398,25.392766666666663,24.13123333333333
Mothers against decapentaplegic homolog 5;Mothers against decapentaplegic homolog 1;Mothers against decapentaplegic homolog;Mothers against decapentaplegic homolog 2;Mothers against decapentaplegic homolog 9,SMAD5;SMAD1;SMAD2;SMAD9,25.290366666666667,25.359233333333332,24.956366666666668,24.3263,25.345166666666668,24.652466666666665
Synaptosomal-associated protein 23;Synaptosomal-associated protein,SNAP23,24.570666666666668,25.060000000000002,28.378433333333334,23.393666666666665,24.78663333333333,28.703266666666668
Staphylococcal nuclease domain-containing protein 1,SND1,28.047366666666665,24.653566666666666,28.077433333333335,26.516733333333335,25.378466666666668,27.490166666666667
"Sorting nexin-6;Sorting nexin-6, N-terminally processed",SNX6,23.956933333333335,24.497933333333332,25.503533333333337,24.910966666666667,25.054133333333336,25.847199999999997
Sorting nexin-9,SNX9,24.573766666666668,25.2437,26.4447,24.973100000000002,25.082300000000004,25.535066666666665
Signal peptidase complex subunit 2,SPCS2,23.450633333333332,25.038300000000003,24.31516666666667,24.560600000000004,25.1093,24.435933333333335
Serine protease inhibitor Kazal-type 6,SPINK6,26.0508,24.633499999999998,24.309766666666665,26.360833333333332,24.443,23.92226666666667
Spondin-2,SPON2,32.63093333333334,26.87346666666667,27.540666666666667,30.6006,29.324133333333332,29.080000000000002
"Spectrin alpha chain, non-erythrocytic 1",SPTAN1,24.40976666666667,25.135199999999998,24.407600000000002,25.79386666666667,24.430566666666667,24.048900000000003
Sequestosome-1,SQSTM1,23.9812,24.951066666666662,28.09736666666667,24.4949,24.200133333333337,28.336066666666667
Spermidine synthase,SRM,24.7186,24.295533333333328,23.929066666666667,23.574466666666666,24.114666666666665,24.038333333333338
Serine/arginine-rich splicing factor 1,SRSF1,24.857233333333337,24.532,24.646266666666666,25.66906666666667,25.936633333333333,24.797866666666668
Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,SSC5D,28.293400000000002,28.375866666666667,30.742166666666666,27.001900000000003,28.03583333333333,30.29473333333333
Hsc70-interacting protein;Putative protein FAM10A5;Putative protein FAM10A4,ST13;ST13P5;ST13P4,25.5652,24.384600000000002,23.709433333333333,25.886833333333332,24.0585,25.1927
Stanniocalcin-1,STC1,36.00546666666666,30.871166666666667,31.547433333333334,28.470533333333336,31.1981,32.29783333333334
Sperm-tail PG-rich repeat-containing protein 2,STPG2,27.117333333333335,24.71166666666667,24.533900000000003,27.640966666666667,25.028233333333333,25.20096666666667
Serine-threonine kinase receptor-associated protein,STRAP,26.3389,24.6463,26.486233333333335,24.839333333333332,25.989866666666668,25.1161
Syntaxin-4,STX4,24.63993333333333,24.993366666666663,29.532066666666665,24.288,25.252666666666666,29.2178
Syntaxin-7,STX7,24.796400000000002,25.3569,25.5284,24.824700000000004,24.618866666666666,26.8831
Small ubiquitin-related modifier 2,SUMO2,24.673999999999996,24.994733333333333,23.851766666666666,26.234666666666666,25.407566666666668,24.162066666666664
Heterogeneous nuclear ribonucleoprotein Q,SYNCRIP,25.287066666666664,25.0545,25.20583333333333,24.80383333333333,24.688233333333333,25.709433333333333
Transgelin-2,TAGLN2,27.569133333333337,24.731899999999996,26.5999,28.05073333333333,24.902933333333333,27.516966666666665
Transaldolase,TALDO1,28.329800000000002,26.191033333333337,27.098966666666666,28.67313333333333,25.678700000000003,27.760333333333335
"Threonine--tRNA ligase, cytoplasmic",TARS,26.775833333333335,24.150966666666665,25.7848,24.779666666666667,25.2663,26.228066666666667
Tubulin-specific chaperone A,TBCA,29.572533333333336,27.454800000000002,26.976700000000005,27.24246666666667,25.382433333333335,27.630433333333333
Angiopoietin-1 receptor,TEK,23.977633333333333,25.231966666666665,27.722133333333336,24.9873,24.885966666666665,27.122066666666665
Teneurin-4,TENM4,24.3875,24.929100000000002,25.468433333333333,24.227999999999998,24.277366666666666,24.709666666666664
Tissue factor pathway inhibitor 2,TFPI2,30.647100000000005,27.556399999999996,28.648633333333333,23.765966666666667,26.539233333333332,27.963133333333335
"Transferrin receptor protein 1;Transferrin receptor protein 1, serum form",TFRC,24.852933333333336,25.071866666666665,28.383799999999997,23.87183333333333,25.905900000000003,28.163966666666667
TGF-beta receptor type-2,TGFBR2,24.4988,24.9254,23.97366666666667,24.08813333333333,25.904933333333332,25.213766666666668
Trans-Golgi network integral membrane protein 2,TGOLN2,23.96683333333333,24.870800000000003,24.41626666666667,26.209933333333336,25.1895,25.03056666666667
Thrombospondin-4,THBS4,24.6073,25.049966666666666,24.076900000000006,26.078633333333332,24.4918,24.628266666666665
Thy-1 membrane glycoprotein,THY1,23.894966666666665,26.102766666666668,31.437299999999997,24.1698,26.905033333333332,30.145866666666667
Metalloproteinase inhibitor 3,TIMP3,24.363733333333332,24.49993333333333,26.057233333333333,23.91333333333333,24.6066,24.743866666666666
Transketolase,TKT,29.6007,29.840733333333333,30.030066666666666,29.35826666666667,28.95616666666667,30.5825
TLD domain-containing protein 1,TLDC1,23.758133333333333,24.56373333333333,28.436300000000003,24.632800000000003,24.77416666666667,27.85183333333333
Talin-1,TLN1,31.942066666666665,28.679033333333333,32.54623333333333,30.9729,30.70183333333333,32.45323333333334
Talin-2,TLN2,24.459333333333333,25.0221,25.008533333333332,24.3455,25.820633333333333,24.633333333333336
Thymosin beta-10,TMSB10,32.87543333333333,32.274166666666666,31.458766666666662,32.47096666666667,31.618333333333336,31.6358
Thymosin beta-4;Hematopoietic system regulatory peptide,TMSB4X,32.056666666666665,31.24853333333333,30.769800000000004,32.703966666666666,30.8406,31.432866666666666
Tumor necrosis factor alpha-induced protein 3;A20p50;A20p37,TNFAIP3,24.857433333333333,25.3901,25.677533333333333,24.519433333333335,24.48646666666667,24.723366666666667
Tumor necrosis factor receptor superfamily member 11B,TNFRSF11B,30.580533333333335,25.5042,25.1139,25.529733333333336,24.699166666666667,24.596166666666665
Transportin-1,TNPO1,25.118866666666666,25.7452,24.844066666666667,24.612866666666665,24.6755,24.69226666666667
Triosephosphate isomerase,TPI1,31.533566666666662,29.997066666666665,31.353800000000003,30.77716666666667,28.5241,31.124033333333333
Tropomyosin alpha-1 chain,TPM1,26.388433333333335,25.346933333333336,24.667166666666663,28.6465,24.23006666666667,25.54856666666667
Tropomyosin beta chain,TPM2,29.430333333333333,26.7103,27.7933,29.176133333333336,24.314400000000003,26.598466666666667
,TPM3,31.126666666666665,29.5502,30.280533333333334,29.8344,28.79886666666667,29.6669
Tropomyosin alpha-4 chain,TPM4,31.712499999999995,30.814766666666667,31.492433333333334,32.392833333333336,30.268933333333337,31.375333333333334
Tripeptidyl-peptidase 1,TPP1,27.38083333333333,25.206366666666668,25.5626,24.10366666666667,25.041966666666667,26.506533333333334
Tripeptidyl-peptidase 2,TPP2,23.766933333333338,28.950933333333335,27.984033333333333,24.272933333333338,28.290499999999998,27.453833333333336
Translationally-controlled tumor protein,TPT1,31.810666666666666,25.79946666666667,28.459733333333332,30.591466666666665,25.322699999999998,28.6194
Thyrotropin-releasing hormone-degrading ectoenzyme,TRHDE,24.5176,24.8336,24.328999999999997,24.033733333333334,24.935033333333333,26.424899999999997
Tetraspanin-6,TSPAN6,24.77303333333333,25.4277,26.251333333333335,24.299733333333332,24.920033333333333,26.47386666666667
Tubulin beta-3 chain,TUBB3,28.293166666666668,28.730266666666665,29.784900000000004,26.82643333333333,28.836133333333333,29.002366666666664
Tubulin beta-4B chain,TUBB4B,31.468366666666668,31.430566666666664,32.128,31.41616666666667,31.502499999999998,32.27806666666667
Tubulin beta-8 chain,TUBB8,24.663966666666667,24.663600000000002,26.65976666666667,24.3193,28.82196666666667,24.9612
"Elongation factor Tu, mitochondrial",TUFM,24.830299999999998,25.433899999999998,26.416133333333335,24.461466666666666,25.668333333333333,26.633433333333333
Twinfilin-1,TWF1,24.470333333333333,24.882566666666666,26.735433333333333,24.202866666666665,24.3779,26.251900000000003
Twinfilin-2,TWF2,24.5038,24.496033333333333,26.208333333333332,25.72543333333333,25.277066666666666,24.5455
Twisted gastrulation protein homolog 1,TWSG1,29.845866666666666,27.863933333333335,24.451666666666668,29.8813,24.637366666666665,24.968799999999998
Thioredoxin domain-containing protein 17,TXNDC17,27.820566666666668,25.445000000000004,26.340000000000003,26.3438,25.536366666666666,26.389466666666664
Thioredoxin domain-containing protein 5,TXNDC5,26.80146666666667,25.430333333333333,26.69066666666667,27.30163333333333,26.903900000000004,26.709233333333334
